Mod:Item:MetaData, Localized Name
industrialupgrade:casing:3, Вольфрамовая оболочка
industrialupgrade:casing:4, Инварная оболочка
industrialupgrade:casing:5, Каравковая оболочка
industrialupgrade:casing:6, Кобальтовая оболочка
industrialupgrade:casing:7, Магниевая оболочка
industrialupgrade:casing:8, Никелевая оболочка
industrialupgrade:casing:9, Платиновая оболочка
industrialupgrade:casing:10, Титановая оболочка
industrialupgrade:casing:11, Хромовая оболочка
industrialupgrade:casing:12, Шпинелевая оболочка
industrialupgrade:casing:13, Электрумовая оболочка
industrialupgrade:casing:14, Серебряная оболочка
industrialupgrade:casing:15, Цинковая оболочка
industrialupgrade:casing:16, Марганцевая оболочка
industrialupgrade:casing:17, Иридиевая оболочка
industrialupgrade:casing:18, Германиевая оболочка
industrialupgrade:casing:19, Бронзовая оболочка
industrialupgrade:casing:20, Медная оболочка
industrialupgrade:casing:21, Золотая оболочка
industrialupgrade:casing:22, Железная оболочка
industrialupgrade:casing:23, Свинцовая оболочка
industrialupgrade:casing:24, Стальная оболочка
industrialupgrade:casing:25, Оловянная оболочка
industrialupgrade:casing:26, Осмиевая оболочка
industrialupgrade:casing:27, Танталиевая оболочка
industrialupgrade:casing:28, Кадмиевая оболочка
industrialupgrade:crushed:0, Михаловая дроблёная руда
industrialupgrade:crushed:1, Алюминиевая дроблёная руда
industrialupgrade:crushed:2, Ванадиевая дроблёная руда
industrialupgrade:crushed:3, Вольфрамовая дроблёная руда
industrialupgrade:crushed:6, Кобальтовая дроблёная руда
industrialupgrade:crushed:7, Магниевая дроблёная руда
industrialupgrade:crushed:8, Никелевая дроблёная руда
industrialupgrade:crushed:9, Платиновая дроблёная руда
industrialupgrade:crushed:10, Титановая дроблёная руда
industrialupgrade:crushed:11, Хромовая дроблёная руда
industrialupgrade:crushed:12, Шпинелевая дроблёная руда
industrialupgrade:crushed:14, Серебряная дроблёная руда
industrialupgrade:crushed:15, Цинковая дроблёная руда
industrialupgrade:crushed:16, Марганцевая дроблёная руда
industrialupgrade:crushed:17, Иридиевая дроблёная руда
industrialupgrade:crushed:18, Германиевая дроблёная руда
industrialupgrade:crushed:19, Медная дроблёная руда
industrialupgrade:crushed:20, Золотая дроблёная руда
industrialupgrade:crushed:21, Железная дроблёная руда
industrialupgrade:crushed:22, Свинцовая дроблёная руда
industrialupgrade:crushed:23, Оловянная дроблёная руда
industrialupgrade:crushed:24, Урановая дроблёная руда
industrialupgrade:crushed:25, Осмиевая дроблённая руда
industrialupgrade:crushed:26, Танталиевая дроблённая руда
industrialupgrade:crushed:27, Кадмиевая дроблённая руда
industrialupgrade:itemdoubleplates:0, Плотная михаловая пластина
industrialupgrade:itemdoubleplates:1, Плотная алюминиевая пластина
industrialupgrade:itemdoubleplates:2, Плотная ванадиевая пластина
industrialupgrade:itemdoubleplates:3, Плотная вольфрамовая пластина
industrialupgrade:itemdoubleplates:4, Плотная инварная пластина
industrialupgrade:itemdoubleplates:5, Плотная каравковая пластина
industrialupgrade:itemdoubleplates:6, Плотная кобальтовая пластина
industrialupgrade:itemdoubleplates:7, Плотная магниевая пластина
industrialupgrade:itemdoubleplates:8, Плотная никелевая пластина
industrialupgrade:itemdoubleplates:9, Плотная платиновая пластина
industrialupgrade:itemdoubleplates:10, Плотная титановая пластина
industrialupgrade:itemdoubleplates:11, Плотная хромовая пластина
industrialupgrade:itemdoubleplates:12, Плотная шпинелевая пластина
industrialupgrade:itemdoubleplates:13, Плотная электрумовая пластина
industrialupgrade:itemdoubleplates:14, Плотная серебряная пластина
industrialupgrade:itemdoubleplates:15, Плотная цинковая пластина
industrialupgrade:itemdoubleplates:16, Плотная марганцевая пластина
industrialupgrade:itemdoubleplates:17, Плотная иридиевая пластина
industrialupgrade:itemdoubleplates:18, Плотная германиевая пластина
industrialupgrade:itemdoubleplates:19, Плотная бронзовая пластина
industrialupgrade:itemdoubleplates:20, Плотная медная пластина
industrialupgrade:itemdoubleplates:21, Плотная золотая пластина
industrialupgrade:itemdoubleplates:22, Плотная железная пластина
industrialupgrade:itemdoubleplates:23, Плотная лазуритовая пластина
industrialupgrade:itemdoubleplates:24, Плотная свинцовая пластина
industrialupgrade:itemdoubleplates:25, Плотная обсидиановая пластина
industrialupgrade:itemdoubleplates:26, Плотная стальная пластина
industrialupgrade:itemdoubleplates:27, Плотная оловянная пластина
industrialupgrade:itemdoubleplates:28, Плотная осмиевая пластина
industrialupgrade:itemdoubleplates:29, Плотная танталиевая пластина
industrialupgrade:itemdoubleplates:30, Плотная кадмиевая пластина
industrialupgrade:itemplates:0, Михаловая пластина
industrialupgrade:itemplates:1, Алюминиевая пластина
industrialupgrade:itemplates:2, Ванадиевая пластина
industrialupgrade:itemplates:3, Вольфрамовая пластина
industrialupgrade:itemplates:4, Инварная пластина
industrialupgrade:itemplates:5, Каравковая пластина
industrialupgrade:itemplates:6, Кобальтовая пластина
industrialupgrade:itemplates:7, Магниевая пластина
industrialupgrade:itemplates:8, Никелевая пластина
industrialupgrade:itemplates:9, Платиновая пластина
industrialupgrade:itemplates:10, Титановая пластина
industrialupgrade:itemplates:11, Хромовая пластина
industrialupgrade:itemplates:12, Шпинелевая пластина
